corta,clave,descripcion,presentacion,tipo
SC-0000045,SC-0000045,"CATÉTER VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 30 CM, DE POLIURETANO RADIOPACO, CON DOS LÚMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE, AGUJA CALIBRE 21 G, CON CATÉTER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJA CALIBRE 25 G, CON GUÍA DE ALAMBRE DE 0.46 MM DE DIÁMETRO Y 45 CM DE LONGITUD Y PUNTA EN “J”, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CÁPSULAS DE INYECCIÓN LUER-LOCK. ESTÉRIL Y DESECHABLE. PIEZA.",PIEZA,True
601661911,060.166.1911,"CATÉTER VENOSO CENTRAL, CALIBRE 5 FR. LONGITUD 13 CM. DE POLIURETANO RADIOPACO, ESTÉRIL Y DESECHABLE, CON DOS LÚMENES INTERNOS CALIBRES 18 G Y 20 G, CON PUNTA FLEXIBLE, CON AGUJA CALIBRE 20 G, CON CATÉTER INTRODUCTOR CALIBRE 20 G, SOBRE UNA AGUJA CALIBRE 22 G, CON GUÍA DE ALAMBRE DE 0.53 MM DE DIÁMETRO Y 45 CM DE LONGITUD Y PUNTA EN “J” CON UN DILATADOR VENOSO, UNA JERINGA DE 5 CC DOS CÁPSULAS DE INYECCIÓN LUER LOCK.  ESTÉRIL Y DESECHABLE. PIEZA. ",PIEZA,True
SC-0000064,SC-0000064,CEFALEXINA 125 MG  SUSPENSIÓN ORAL FRASCO CON POLVO PARA SUSPENSIÓN ORAL 100ML 125MG/5ML,PIEZA,False
SC-0000065,SC-0000065,CEFALEXINA 250 MG. SUSPENSIÒN,PIEZA,False
1939,010.000.1939.00,CEFALEXINA Tableta  ó cápsula 500 mg 20 tabletas ó cápsulas,Envase con 20 tabletas o cápsulas. ,False
5256,010.000.5256.00,CEFALOTINA Solución inyectable 1 g/5 ml Frasco ámpula y 5 ml de diluyente,Envase con un frasco ámpula y 5 ml. de diluyente. ,False
5295.01,010.000.5295.01,CEFEPIMA Solución  inyectable 1 g/3 ó 10 ml Frasco ámpula y  10 ml de diluyente.,Envase con un frasco ámpula y ampolleta con 10 ml. de diluyente. ,False
5295,010.000.5295.00,CEFEPIMA Solución inyectable 1 g/3 ó 10 ml Frasco ámpula y  3 ml de diluyente.,Envase con un frasco ámpula y ampolleta con 3 ml. de diluyente. ,False
SC-0000066,SC-0000066,CEFEPIMA SOLUCION INYECTABLE 1G/5ML.,PIEZA,False
5284,010.000.5284.00,CEFEPIMA Solución inyectable 500 mg/5 ml Frasco ámpula y  5 ml de diluyente,Envase con un frasco ámpula y ampolleta con 5 ml. de diluyente. ,False
1935,010.000.1935.00,CEFOTAXIMA Solución  inyectable 1 g/4 ml Frasco ámpula y  4 ml de diluyente,Envase con un frasco ámpula y 4 ml. de diluyente. ,False
4254,010.000.4254.00,CEFTAZIDIMA SOLUCIÒN INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE CEFTAZIDIMA PENTAHIDRATADA EQUIVALENTE A 1 GR. DE CEFTAZIDIMA ,PIEZA.,False
1937,010.000.1937.00,CEFTRIAXONA Solución inyectable 1 g/10 ml Frasco ámpula y 10 ml de diluyente,Envase con un frasco ámpula y 10 ml. de diluyente. ,False
5264.01,010.000.5264.01,CEFUROXIMA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: CEFUROXIMA SODICA EQUIVALENTE A 750 MG DE CEFUROXIMA. ENVASE CON UN FRASCO AMPULA CON 5 ML DE DILUYENTE.,PIEZA,False
5505,010.000.5505.00,CELECOXIB Cápsula 100 mg 20 cápsulas,Envase con 20 cápsulas. ,False
SC-0000142,SC-0000142,"CEPILLO DE CERDAS NEGRAS, EN FORMA DE BROCHA. PARA PIEZA DE MANO. PIEZA.",PIEZA,True
601890106,060.189.0106,"CEPILLO DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100% VIRGEN O POLIÉSTER P.B.T. 100% VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA. PIEZA",PIEZA          ,True
601890015,060.189.0015,"CEPILLO DENTAL PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS MYLON6.12 , 100% VIRGEN O POLIESTER P.B.T. 100% VIRGEN  , DE PUNTAS REDONDEADAS EN 4 HILERAS CABEZA CORTA CONSISTENCIA MEDIANA. PIEZA",PIEZA,True
601890049,060.189.0049,CEPILLO PARA ESTUDIO CITOLÓGICO (TOMA DE MUESTRA) DEL CANAL ENDOCERVICAL A BASE DE COLECTOR CELULAR CON CERDAS SUAVES FIJADAS A UN MANGO ARISTADO. DESECHABLE.  ENVASE CON 100.                                                                             ,ENVASE CON 100.   ,True
601890056,060.189.0056,CEPILLO PARA LAVADO DE INSTRUMENTAL. CON CERDAS DE FIBRA VEGETAL LECHUGUILLA. PIEZA                                                                                                                                                                   ,PIEZA          ,True
601890254,060.189.0254,CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ANGULO    PIEZA                                                                                                                          ,   ,True
SC-0000143,SC-0000143,CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA PIEZA DE MANO.                                                                                                                                ,PIEZA,True
SC-0000144,SC-0000144,CEPILLOS DE PROFILAXIS DE CERDAS NEGRAS EN FORMA DE BROCHA PARA CONTRA-ANGULO.                                                                                                                                                                     ,PIEZA,True
SC-0000044,SC-0000044,CERA PARA HUESO (PASTA DE BECK) ESTERIL. SOBRE CON 2.5 GR. ENVASE CON 12 SOBRES.,ENVACE CON 12 PIEZAS,True
1753,010.000.1753.00,CICLOFOSFAMIDA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CICLOFOSFAMIDA MONOHIDRATADA EQUIVALENTE A 500 MG DE CICLOFOSFAMIDA. ENVASE CON 2 FRASCOS AMPULA.,PIEZA,False
4298,010.000.4298.00,"CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSIÓN DE 100 MG, CÁPSULA DE GELATINA BLANDA, ENVASE CON 50 CÁPSULAS.",PIEZA,False
4294,010.000.4294.00,"CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSIÓN DE 100 MG/ML, EMULSIÓN ORAL, ENVASE CON 50 ML Y PIPETA DOSIFICADORA.",PIEZA,False
5451,010.000.5451.00,CINARIZINA Tableta 75 mg 60 tabletas,Envase con 60 tabletas. ,False
2247,010.000.2247.00,CINITAPRIDA Comprimido 1 mg 25 comprimidos,Envase con 25 comprimidos. ,False
2248,010.000.2248.00,CINITAPRIDA Granulado 1 mg 30 sobres,Envase con 30 sobres. ,False
2249,010.000.2249.00,CINITAPRIDA Solución oral 20 mg/100 ml (1 mg/5 ml) Envase con 120 ml y cucharita dosificadora,Envase con 120 ml. (1 mg/5 ml) y cucharita dosificadora. ,False
602030108,060.203.0108,CINTA METRICA AHULADA. GRADUADA EN CENTIMETROS Y MILIMETROS. LONG. 1.50 METROS. PIEZA.,PIEZA,True
602030397,060.203.0397,"CINTA PARA USO QUIRÚRGICO MICROPOROSA DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTOS ADHESIVOS EN UNA DE SUS CARAS, LONG. 10 M. ANCHO 2.50 CM. ENVASE CON 12 ROLLOS.",ENVASE CON 12 ROLLOS            ,True
602030306,060.203.0306,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 1.25 CM . ENVASE CON 24 ROLLOS.",ENVASE CON 24 ROLLOS,True
602030363,060.203.0363,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 5.0 CM . ENVASE CON 6 ROLLOS.",ENVASE CON 6 ROLLOS             ,True
602030405,060.203.0405,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 7.5 CM . ENVASE CON 4 ROLLOS.",ENVASE CON 4 ROLLOS  ,True
602030298,060.203.0298,CINTA TESTIGO PARA ESTERILIZACIÓN CON GAS DE ÓXIDO DE ETILENO. TAMAÑO: 18 MM X 50 M.  ROLLO                                                                                                                                                                 ,ROLLO,True
602030553,060.203.0553,"CINTA TRANSPARENTE PLÁSTICA, MICROPERFORADA, DE POLIETILENO; CON ADHESIVO, HIPOALERGÉNICA. LONGITUD DE 9-9.5 M. ANCHO: 2.50 CM ENVASE CON 12 PIEZAS",ENVASE,True
602030561,060.203.0561,"CINTA TRANSPARENTE PLÁSTICA, MICROPERFORADA, DE POLIETILENO; CON ADHESIVO, HIPOALERGÉNICA. LONGITUD DE 9-9.5 M. ANCHO: 5.00 CM ENVASE CON 6 PIEZAS",ENVASE,True
602030165,060.203.0165,CINTA UMBILICALES. DE ALGODÓN TEJIDO PLANO (TRENZADO DE 21 HILOS) ESTÉRILES. LONGITUD: 41 CM. ANCHO: 4 MM.    ENVASE CON 100 SOBRES                                                                                                            ,ENVASE CON 100 SOBRES                ,True
602030207,060.203.0207,CINTAS PARA ESTERILIZACIÓN EN VAPOR A PRESIÓN. TAMAÑO: 18 MM X 50 M.       ROLLO                                                                                                                                                                               ,ROLLO,True
4255,010.000.4255.00,CIPROFLOXACINO Cápsula  ó tableta 250 mg 8 cápsulas ó tabletas,Envase con 8 cápsulas o tabletas. ,False
4259,010.000.4259.00,CIPROFLOXACINO Solución  inyectable 200 mg/100 ml Envase con 100 ml,Envase con 100 ml. ,False
4258,010.000.4258.00,CIPROFLOXACINO Suspensión 250 mg/5 ml Envase con 5 g y  93 ml de diluyente,Envase con microesferas con 5 g. y envase con diluyente con 93 ml. ,False
1209,010.000.1209.00,CISAPRIDA TABLETA CADA TABLETA CONTIENE: CISAPRIDA 5 MG .,ENVASE CON 30 TABLETAS.,False
3046,010.000.3046.00,CISPLATINO. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CISPLATINO 10 MG. ENVASE CON UN FRASCO AMPULA.,PIEZA,False
5487,010.000.5487.00,CITALOPRAM Tableta 20 mg 14 tabletas,Envase con 14 tabletas. ,False
5487.01,010.000.5487.01,CITALOPRAM Tableta 20 mg 28 tabletas,Envase con 28 tabletas. ,False
1775,010.000.1775.00,CITARABINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CITARABINA 500 MG. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO.,PIEZA,False
SC-0000067,SC-0000067,CITRATO DE CAFEINA SOLUCION CAJA CON 10 FRASCOS AMPULA DE 20 MG,PIEZA,False
SC-0000068,SC-0000068,CITRATO DE SUFENTANILO SOLUCIÓN INYECTABLE 0.25MG / 5 MG. CAJA CON 5 AMPOLLETAS,ENVACE  CON 5 PIEZAS ,False
2132,010.000.2132.00,CLARITROMICINA Tableta 250 mg 10 tabletas,Envase con 10 tabletas. ,False
2133,010.000.2133.00,CLINDAMICINA Cápsula 300 mg 16 cápsulas,Envase con 16 cápsulas. ,False
4136,010.000.4136.00,CLINDAMICINA Gel 1 g/100 g Envase con 30 g,Envase con 30 g. ,False
1973,010.000.1973.00,CLINDAMICINA Solución  inyectable 300 mg/2 ml Ampolleta con 2 ml,Envase ampolleta con 2 ml. ,False
1976,010.000.1976.00,CLINDAMICINA Solución inyectable 900 mg/50 ml Frasco con 50 ml.,Envase con 50 ml. ,False
872,010.000.0872.00,CLIOQUINOL Crema 30 mg/g Envase con 20 g,Envase con 20 g. ,False
SC-0000069,SC-0000069,CLOHIDRATO DE NALMEFENO SOLUCIÓN INYECTABLE 2 MG / 2 ML. CAJA CON 10 AMPOLLETAS,ENVACE  CON 10 PIEZAS ,False
2613,040.000.2613.00,CLONAZEPAM Solución 2.5 mg/ ml Envase con 10 ml  y gotero integral,Envase con 10 ml. y gotero integral. ,False
2614,040.000.2614.00,CLONAZEPAM Solución inyectable 1 mg/ml 5 ampolletas con un ml,Envase con 5 ampolletas con un ml. ,False
2612,040.000.2612.00,CLONAZEPAM Tableta 2 mg 30 tabletas,Envase con 30 tabletas. ,False
2101,010.000.2101.00,CLONIDINA Comprimido 0.1 mg 30 comprimidos,Envase con 30 comprimidos. ,False
SC-0000070,SC-0000070,CLONIDINA SOLUCIÓN INYECTABLE 150 MCG / 1 ML. CAJA CON 5 AMPOLLETAS,PIEZA,False
4028,010.000.4028.00,CLONIXINATO DE  LISINA Solución inyectable 100 mg/ 2 ml 5 ampolletas con 2 ml, Envase con 5 ampolletas de 2 ml. ,False
4246,010.000.4246.00,CLOPIDOGREL Gragea  o tableta 75 mg 14 grageas o tabletas,Envase con 14 grageas o tabletas. ,False
4246.01,010.000.4246.01,CLOPIDOGREL Gragea  o tableta 75 mg 28 grageas o tabletas,Envase con 28 grageas o tabletas. ,False
1991,010.000.1991.00,CLORANFENICOL Cápsula 500 mg 20 cápsulas,Envase con 20 cápsulas. ,False
2821,010.000.2821.00,CLORANFENICOL Solución  oftálmica 5 mg/ml Gotero integral con 15 ml,Envase con gotero integral con 15 ml. ,False
2175,010.000.2175.00,CLORANFENICOL­ SULFACETAMIDA SÓDICA Suspensión oftálmica 0.5 g/100 ml 10g/ 100 ml Gotero integral con 5 ml,Envase con gotero integral con 15 ml. ,False
SC-0000071,SC-0000071,CLORANFENICOL SUSPENSION 31.25MG/ML.,PIEZA,False
2822,010.000.2822.00,CLORANFENICOL Ungüento oftálmico 5 mg/g Envase con 5 g,Envase con 5 g. ,False
2471,010.000.2471.00,CLORFENAMINA COMPUESTA TABLETA CADA TABLETA CONTIENE PARACETAMOL 500 MG CAFEÍNA 25 MG CLORHIDRATO DE FENILEFRINA 5 MG MALEATO DE CLORFENAMINA 4 MG.,ENVASE CON 10 TABLETAS.,False
408,010.000.0408.00,CLORFENAMINA Jarabe 0.5 mg / ml Envase con 60 ml,Envase con 60 ml. ,False
2142,010.000.2142.00,CLORFENAMINA Solución inyectable 10 mg/ml 5 ampolletas,Envase con 5 ampolletas con 1 ml. ,False
402,010.000.0402.00,CLORFENAMINA Tableta 4 mg 20 Tabletas,Envase con 20 tabletas. ,False
1521,010.000.1521.00,CLORMADINONA TABLETA CADA TABLETA CONTIENE: ACETATO DE CLORMADINONA 2 MG. ,10 TABLETAS,False
5079,010.000.5079.00,CLOROPIRAMINA Solución inyectable 20 mg/2 ml 5 ampolletas con 2 ml,Envase con 5 ampolletas con 2 ml. ,False
2030,010.000.2030.00,CLOROQUINA Tableta 150 mg 1000 tabletas,Envase con 1 000 tabletas.,False
561,010.000.0561.00,CLORTALIDONA Tableta 50 mg 20 tabletas,Envase con 20 tabletas. ,False
524,010.000.0524.00,CLORURO DE POTASIO Solución  inyectable 1.49 g/ 10 ml 50 ampolletas con 10 ml,Envase con 50 ampolletas con 10 ml. ,False
3634,010.000.3634.00,CLORURO DE SODIO AL 0.9% SOLUCIÓN INYECTABLE - NACL 900 MG/100 ML - ENVASE CON BOLSA DE 1000 ML Y ADAPTADOR PARA VIAL,ENVASE,False
3633,010.000.3633.00,CLORURO DE SODIO AL 0.9% SOLUCIÓN INYECTABLE - NACL 900 MG/100 ML - ENVASE CON BOLSA DE 50 ML Y ADAPTADOR PARA VIAL,ENVASE,False
SC-0000072,SC-0000072,CLORURO DE SODIO AL 17.7% AMPULAS DE 10 ML CAJA CON 50,ENVACE CON 50 / 100PIEZAS ,False
5386,010.000.5386.00,CLORURO DE SODIO AL 17.7%. SOLUCION INYECTABLE. CADA AMPOLLETA CONTIENE: CLORURO DE SODIO 1.77 G. AMPOLLETA DE 10 ML.,CAJA CON 100 PIEZAS,False
2899,010.000.2899.00,CLORURO DE SODIO Pomada o Solución  oftálmica 50 mg/g ó ml Envase con 7 g o con gotero  integral con 10 ml,Envase con 7 g. o con gotero integral con 10 ml. ,False
3626,010.000.3626.00,CLORURO DE SODIO Solución  inyectable  al 0.9% 0.9 g/ 100 ml Envase con 50 ml,Envase con 50 ml. ,False
3609,010.000.3609.00,CLORURO DE SODIO Solución  inyectable  al 0.9% 0.9 g/100 ml Envase con 500 ml,Envase con 500 ml. Contiene: Sodio 77 mEq. Cloruro 77 mEq. ,False
3608,010.000.3608.00,CLORURO DE SODIO Solución  inyectable al 0.9% 0.9 g/100 ml Envase con 250 ml,Envase con 250 ml. Contiene: Sodio 38.5 mEq. Cloruro 38.5 mEq. ,False
3671,010.000.3671.00,CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% - 0.09 G/10 ML - 100 AMPOLLETAS CON 10 ML,ENVASE,False
3610,010.000.3610.00,CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE COLAPSABLE CON 1000 ML. CONTIENE: SODIO 154 MEQ. CLORURO 154 MEQ.                                                                    ,ENVASE CON 1 000 ML.,False
3627,010.000.3627.00,CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 100 ML.                                                                          ,ENVASE CON 100 ML.,False
3612,010.000.3612.00,CLORURO DE SODIO Y GLUCOSA A5:E233 INYECTABLE  ENVASE COLAPSABLE CON 500 ML. CONTIENE: SODIO 154.0 MEQ CLORURO 154.0 M EQ GLUCOSA 50.0 G.,ENVASE CON 500 ML.,False
3613,010.000.3613.00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE - 0.9 G/5 G/100 ML - ENVASE CON 1000 ML,ENVASE CON 1 000 ML.,False
3611,010.000.3611.00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE  ENVASE COLAPSABLE CON 250 ML. CONTIENE: SODIO 77 MEQ CLORURO 77 MEQ GLUCOSA 25 MG.                                                                                                                             ,ENVASE,False
252,010.000.0252.00,CLORURO DE SUXAMETONIO SOLUCIÓN INYECTABLE 40MG / 2ML. CAJA CON 5 AMPOLLETAS DE 2 ML,Envase con 5 ampolletas con 2 ml. ,False
3259,040.000.3259.00,CLOZAPINA Comprimido 100 mg 30 comprimidos,Envase con 30 comprimidos. ,False
3259.01,040.000.3259.01,CLOZAPINA Comprimido 100 mg 50 comprimidos,Envase con 50 comprimidos. ,False
3409,010.000.3409.00,COLCHICINA Tableta 1 mg 30 tabletas,Envase con 30 tabletas. ,False
1302580624,130.258.0624,"COLLARIN MOD. PHILADELPHIA  ELABORADO EN ESPUMA PLASTICA, BIVALVO, CON ORIFICIOS PARA VENTILACION EN LA PARTE DORSAL Y EN LA VENTRAL, ABERTURA TRAQUEAL CON MARCO RIGIDO Y ALMA DE PLASTICO DE ALTA RESISTENCIA ALREDEDOR DE TODO EL COLLARIN CON APOYO OCCIPITAL Y EN MENTON, CON AJUSTE DE ALTURA Y CIRCUNFERENCIA. TAMAÑO MEDIANO. PIEZA.",PIEZA.,True
1302580608,130.258.0608,"COLLARIN MOD. PHILADELPHIA ELABORADO EN ESPUMA PLASTICA, BIVALVO, CON ORIFICIOS PARA VENTILACION EN LA PARTE DORSAL Y EN LA VENTRAL, ABERTURA TRAQUEAL CON MARCO RIGIDO Y ALMA DE PLASTICO DE ALTA RESISTENCIA ALREDEDOR DE TODO EL COLLARIN CON APOYO OCCIPITAL  Y EN MENTON, CON AJUSTE DE ALTURA Y CIRCUNFERENCIA. TAMAÑO PEDIATRICO. PIEZA",PIEZA.,True
1302580616,130.258.0616,"COLLARIN MOD. PHILADELPHIA ELABORADO EN ESPUMA PLASTICA, BIVALVO, CON ORIFICIOS PARA VENTILACION EN LA PARTE DORSAL Y EN LA VENTRAL, ABERTURA TRAQUEAL CON MARCO RIGIDO Y ALMA DE PLASTICO DE ALTA RESISTENCIA ALREDEDOR DE TODO EL COLLARIN CON APOYO OCCIPITAL Y EN MENTON, CON AJUSTE DE ALTURA Y CIRCUNFERENCIA. TAMAÑO CHICO. PIEZA.",PIEZA.,True
1302580632,130.258.0632,"COLLARIN MOD. PHILADELPHIA ELABORADO EN ESPUMA PLASTICA, BIVALVO, CON ORIFICIOS PARA VENTILACION EN LA PARTE DORSAL Y EN LA VENTRAL, ABERTURA TRAQUEAL CON MARCO RIGIDO Y ALMA DE PLASTICO DE ALTA RESISTENCIA ALREDEDOR DE TODO EL COLLARIN CON APOYO OCCIPITAL Y EN MENTON, CON AJUSTE DE ALTURA Y CIRCUNFERENCIATAMAÑO GRANDE. PIEZA.",PIEZA.,True
602190068,060.219.0068,COLORANTE REVELADOR DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR. ENVASE CON 100 PIEZAS. ,ENVASE CON 100 PIEZAS.                                                                                                                                                                     ,True
2714,010.000.2714.00,"COMPLEJO B Tableta,  comprimido  o cápsula Tiamina 100 mg, piridoxina 5 mg, cianocobalamina  50 microgramo 30 tabletas,  comprimidos o  cápsulas","Envase con 30 tabletas, comprimidos o cápsulas. ",False
SC-0000074,SC-0000074,"COMPLEMENTO ALIMENTICIO CON MEZCLA DE TRES FUENTES DE PROTEINAS, MEZCLA DE HIDRATOS DE CARBONO Y UN PERFIL DE LIPIDOS, CON OMEGA 3,6, DHA,AA Y 14 VITAMINAS Y MINERALES, LIBRE DE LACTOSA Y GLUTEN, SABORES FRESA, VAINILLA Y CHOCOLANTE",PIEZA,False
SC-0000075,SC-0000075,COMPLEMENTO ALIMENTICIO DE PROTEINA DE LA CASEINA DE LA LECHE,PIEZA,False
SC-0000076,SC-0000076,"COMPLEMENTO ALIMENTICIO ESPECIALIZADO PARA PERSONAS EN DIALISIS 434 KCAL/237 ML. RESTRINGUIDA EN ELECTROLITOS, ALTO EN PROTEINAS, BAJO EN FOSFORO, POTASIO, CALCIO Y SODIO",PIEZA,False
SC-0000077,SC-0000077,COMPLEMENTO NUTRICIONAL MODULO DE GLUTAMINA EN POLVO -L-GLUTAMINA 10 G. Y MALTODEXTRINA 5 G.,PIEZA,False
602310104,060.231.0104,"COMPRESA PARA VIENTRE DE ALGODÓN, CON TRAMA OPACA ALOS RAYOS ""X""  DE 70 CM DE LONG. X 45 CM DE ANCHO. ENVASE CON 6 PIEZAS",ENVASE CON 6 PIEZAS,True
603080177,060.308.0177,CONDÓN MASCULINO DE HULE LATEX ENVASE CON 100 PIEZAS,ENVASE CON 100 PIEZAS,True
SC-0000042,SC-0000042,CONECTOR ADAPTADOR PARA INYECCION. LIBRE DE LATEX. APIROGENICO. TIPO SITIO INTELIGENTE HEPARINICO CON EXTENCION EN T. FLEXIBLE 5 A 10 CM (SELLO VENOSO CON EXTENSION)   PIEZA.,PIEZA,True
SC-0000043,SC-0000043,CONECTOR ADAPTADOR PARA INYECCION. LIBRE DE LATEX. APIROGENICO. TIPO SITIO INTELIGENTE HEPARINICO SIN EXTENCION  (SELLO VENOSO SIN EXTENSION)  . PIEZA.,PIEZA,True
602330037,060.233.0037,CONECTOR DE 2 VIAS EN (Y) DE PLASTICO DESECHABLE. PIEZA.,PIEZA,True
602330235,060.233.0235,CONECTOR DE TITANIO LUER LOCK. PARA AJUSTAR LA PUNTA DEL CATÉTER A LA LÍNEA DE TRANSFERENCIA. TIPO: TENCKHOFF. PIEZA.  ,PIEZA,True
602330011,060.233.0011,"CONECTOR DE UNA VIA DE PLASTICO, DESECHABLE MODELO SIMS, DELGADO. PIEZA.", PIEZA.,True
602330052,060.233.0052,"CONECTOR DE UNA VIA DE PLASTICO, DESECHABLE MODELO SIMS, GRUESO. PIEZA.", PIEZA.,True
603450115,060.345.0115,"CONECTOR LUER-LOCK CON LÍNEA DE TRANSFERENCIA PARA UNIRSE AL CATÉTER TIPO TENCKHOFF, CON CIERRE HERMÉTICO PARA PACIENTES EN DIÁLISIS PERITONEAL CONTINUA AMBULATORIA, INCLUYE: FILTRO PROTECTOR, CONECTOR, TUBO DE EXTENSIÓN, SISTEMA DE REGULACIÓN DE CARRETILLA, BAYONETA Y PROTECTOR DE LA BAYONETA. ESTÉRIL Y DESECHABLE. EQUIPO.",PIEZA,True
SC-0000145,SC-0000145,COPA PARA PIEZA DE MANO DE HULE SUAVE BLANCO EN FORMA DE CONO.       ENVASE CON 12 PIEZAS                                                                                                                                                                      ,ENVACE CON 12 PIEZAS,True
464,010.000.0464.00,CROMOGLICATO DE SODIO Suspensión aerosol 3.6 g/100 g Envase con 16 g para 112 inhalaciones,Envase con espaciador para 112 dosis de 5 mg.,False
606210656,060.621.0656,"CUBREBOCA QUIRÚRGICO ELABORADO CON DOS CAPAS EXTERNAS DE TELA NO TEJIDA, UN FILTRO INTERMEDIO DE POLIPROPILENO; PLANO O PLISADO; CON AJUSTE NASAL MOLDEABLE. RESISTENTE A FLUIDOS, ANTIESTÁTICO, HIPOALERGÉNICO. CON BANDAS O AJUSTE ELÁSTICO ENTORCHADO A  LA CABEZA O RETROAURICULAR. PIEZA",PIEZA,True
606210524,060.621.0524,"CUBREBOCAS DE DOS CAPAS DE TELA NO TEJIDA, RESISTENTE A FLUIDOS, ANTIESTÁTICO, HIPOALERGÉNICO, CON BANDAS O AJUSTE ELÁSTICO A LA CABEZA. DESECHABLE. ENVASE CON 150 PIEZAS",ENVASE CON 150 PIEZAS,True
5935,010.000.5935.00,DABIGATRÁN Cápsula 150 mg Envase con 60 cápsulas,PIEZA,False
5552.01,010.000.5552.01,DABIGATRÁN ETEXILATO Cápsula 110 mg Envase con  60 cápsulas,Envase con 60 cápsulas.,False
5552,010.000.5552.00,DABIGATRÁN ETEXILATO Cápsula 110 mg Envase con 30 cápsulas,Envase con 30 cápsulas. ,False
5551,010.000.5551.00,DABIGATRÁN ETEXILATO Cápsula 75 mg Envase con  30 cápsulas,Envase con 30 cápsulas. ,False
5551.01,010.000.5551.01,DABIGATRÁN ETEXILATO Cápsula 75 mg Envase con  60 cápsulas,Envase con 60 cápsulas. ,False
3003,010.000.3003.00,DACARBAZINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: DACARBAZINA 200 MG. ENVASE CON UN FRASCO AMPULA.,PIEZA,False
4429,010.000.4429.00,DACTINOMICINA Solución inyectable 0.5 mg Frasco ámpula,Envase con un frasco ámpula. ,False
1093,010.000.1093.00,DANAZOL Cápsula o  comprimido 100 mg 50 cápsulas o comprimidos,Envase con 50 cápsulas o comprimidos. ,False
906,010.000.0906.00,DAPSONA Tableta 100 mg 1000 tabletas,PRESION POSITIVA,False
4228,010.000.4228.00,DAUNORUBICINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CLORHIDRATO DE DAUNORUBICINA EQUIVALENTE A 20 MG DE DAUNORUBICINA. ENVASE CON UN FRASCO AMPULA.,PIEZA,False
4505,010.000.4505.00,"DEFLAZACORT DE 6 MG, TABLETA, ENVASE CON 20 TABLETAS.",ENVASE CON 20 TABLETAS.,False
234,010.000.0234.00,DESFLURANO Líquido 240 ml. Envase con 240 ml.,Envase con 240 ml. ,False
SC-0000078,SC-0000078,DESKETOPROFENO (KERAL) SOLUCIÓN INYECTABLE 50 MG / 2 ML. CAJA CON 3 AMPOLLETAS ,PIEZA,False
